Gene ID	Gene Name	Reference	Strand	Start	End
ENSBTAG00000045015	U6	9	-	76831897	76831990
ENSBTAG00000033554	TRAPPC3L	9	+	34623078	34661582
ENSBTAG00000021099	CLVS2	9	-	28619239	28695197
ENSBTAG00000009784	RAB32	9	+	84937829	84969252
ENSBTAG00000044223	ENSBTAG00000044223	9	-	63078830	63078899
ENSBTAG00000002868	GPR6	9	-	40704348	40706731
ENSBTAG00000038106	ENSBTAG00000038106	9	-	31434817	31434919
ENSBTAG00000045906	ENSBTAG00000045906	9	-	84191531	84191621
ENSBTAG00000047289	5S_rRNA	GJ058256.1	-	81	200
ENSBTAG00000020495	SH3YL1	GJ058424.1	-	10382	37633
ENSBTAG00000020498	ACP1	GJ058425.1	+	33449	47856
ENSBTAG00000021981	TMEM18	GJ058430.1	-	38125	42424
ENSBTAG00000034580	TMSB4	GJ058433.1	+	35911	36045
ENSBTAG00000003540	MYT1L	GJ058437.1	-	1	37340
ENSBTAG00000047018	U6	GJ058729.1	-	1656	1761
ENSBTAG00000047513	5S_rRNA	GJ059463.1	-	3685	3803
ENSBTAG00000046674	5S_rRNA	GJ059463.1	-	7703	7821
ENSBTAG00000047028	5S_rRNA	GJ059463.1	-	5715	5841
ENSBTAG00000046767	ENSBTAG00000046767	GJ059486.1	-	45914	45985
ENSBTAG00000047958	DPP7	GJ059509.1	-	3535	6470
ENSBTAG00000031593	CATHL1	GJ059556.1	+	2146	3570
ENSBTAG00000020072	CATHL4	GJ059556.1	+	9049	10420
ENSBTAG00000047124	ASMT	GJ059670.1	+	10971	18530
ENSBTAG00000046754	U6	GJ060027.1	-	2380	2486
ENSBTAG00000046869	RNH1	GJ060032.1	+	1987	8794
ENSBTAG00000035144	PLCXD1	GJ060118.1	+	1942	8662
ENSBTAG00000046338	PPP2R3B	GJ060120.1	+	1009	8398
ENSBTAG00000047418	SLC25A6	GJ060129.1	+	1867	6353
gene32600	LOC107132146	NC_016145.1	-	30506164	30507894
gene32523	LOC104970096	NC_016145.1	+	18053702	18055468
gene32552	LOC104971749	NC_016145.1	+	23461858	23463623
gene32417	LOC100850374	NC_016145.1	-	5646535	5650057
gene32601	LOC104971958	NC_016145.1	+	30534966	30537149
gene32430	LOC100850891	NC_016145.1	-	6028891	6032268
gene32619	LOC104972019	NC_016145.1	+	33367984	33368465
gene32628	LOC104972046	NC_016145.1	+	34146071	34146552
gene32524	LOC104971625	NC_016145.1	-	18129717	18140769
gene32553	LOC104971757	NC_016145.1	-	23537800	23548820
gene32418	LOC100850407	NC_016145.1	-	5662260	5665739
gene32402	LOC101908735	NC_016145.1	-	4269384	4278317
gene32602	LOC104971903	NC_016145.1	-	30766727	30769589
gene32460	LOC107132112	NC_016145.1	+	9283620	9285283
gene32525	LOC104971633	NC_016145.1	-	18435000	18436766
gene32624	LOC104972039	NC_016145.1	+	33804589	33805102
gene32554	LOC107132129	NC_016145.1	+	23582343	23585684
gene32419	LOC100850439	NC_016145.1	-	5677943	5681422
gene32403	LOC100849765	NC_016145.1	+	4352888	4376694
gene32432	TSPY-2	NC_016145.1	-	6060196	6063675
gene32661	LOC104972179	NC_016145.1	-	39389659	39400592
gene32389	LOC100849462	NC_016145.1	+	2717831	2724061
gene32652	LOC104972139	NC_016145.1	+	37495449	37497215
gene32490	LOC104971481	NC_016145.1	+	13521200	13522883
gene32555	LOC104971779	NC_016145.1	-	24008947	24035361
gene32629	LOC104972050	NC_016145.1	-	34188945	34190702
gene32638	LOC107132153	NC_016145.1	+	35525978	35526806
gene32604	LOC107132147	NC_016145.1	+	31349092	31349920
gene32433	LOC100851011	NC_016145.1	-	6075977	6079377
gene32603	LOC104971904	NC_016145.1	+	30865493	30867176
gene32527	LOC104971637	NC_016145.1	+	18579664	18581430
gene32491	LOC104971483	NC_016145.1	-	13596996	13608028
gene32556	LOC104971781	NC_016145.1	+	24190960	24192599
gene32540	LOC107132127	NC_016145.1	-	21812424	21814107
gene32605	LOC104971970	NC_016145.1	-	31360503	31362496
gene32644	LOC107132154	NC_016145.1	-	36555709	36557383
gene32390	OFD1Y	NC_016145.1	+	2759999	2823607
gene32434	LOC100851050	NC_016145.1	-	6091597	6095076
gene32663	LOC107132158	NC_016145.1	-	39644697	39646371
gene32528	LOC107132126	NC_016145.1	-	18902526	18905867
gene32492	LOC104971512	NC_016145.1	+	13895078	13895559
gene32557	LOC104971782	NC_016145.1	-	24267253	24268936
gene32541	LOC104971715	NC_016145.1	+	21905590	21907356
gene32406	LOC100849903	NC_016145.1	-	5014830	5049647
gene32570	LOC107132143	NC_016145.1	+	26073679	26075493
gene32435	LOC100851175	NC_016145.1	+	6204407	6207890
gene32648	LOC104972123	NC_016145.1	-	37000274	37011243
gene32464	LOC107132114	NC_016145.1	+	9460810	9462483
gene32529	LOC104971653	NC_016145.1	+	18939221	18950242
gene32493	LOC104971516	NC_016145.1	+	14217582	14219238
gene32558	HSFY2	NC_016145.1	+	24360419	24362269
gene32542	LOC104971716	NC_016145.1	-	21981527	21992592
gene32607	LOC104971983	NC_016145.1	-	32050290	32051980
gene32571	LOC104971800	NC_016145.1	+	26090062	26092055
gene32436	LOC107132102	NC_016145.1	+	6222856	6229054
gene32465	LOC107132115	NC_016145.1	+	9613592	9615324
gene32494	LOC104971518	NC_016145.1	-	14293801	14295566
gene32559	LOC104971783	NC_016145.1	-	24436900	24438544
gene32543	LOC104971930	NC_016145.1	-	22171859	22174041
gene32608	LOC104971986	NC_016145.1	+	32058728	32059206
gene32572	LOC104971803	NC_016145.1	-	26375545	26377216
gene32437	PRAME	NC_016145.1	+	6283593	6288767
gene32623	LOC104972236	NC_016145.1	-	33539080	33540803
gene32466	LOC104971431	NC_016145.1	+	9621268	9632318
gene32667	LOC107132160	NC_016145.1	+	40016374	40017202
gene32649	LOC107132166	NC_016145.1	-	37017148	37018896
gene32495	LOC104971525	NC_016145.1	+	14614263	14625271
gene32544	LOC107132140	NC_016145.1	+	22197133	22198881
gene32409	LOC107132099	NC_016145.1	+	5191588	5206684
gene32630	LOC104972054	NC_016145.1	+	34282252	34284018
gene32573	LOC107132131	NC_016145.1	-	26582768	26584442
gene32438	LOC100851128	NC_016145.1	-	6310634	6315564
gene32680	LOC104972232	NC_016145.1	-	41923477	41934301
gene32467	LOC107132116	NC_016145.1	-	10005392	10007075
gene32496	LOC104971528	NC_016145.1	-	14789917	14790394
gene32480	LOC104971458	NC_016145.1	+	11870087	11871770
gene32545	LOC104971722	NC_016145.1	+	22204788	22215810
gene32574	LOC104971804	NC_016145.1	-	26691348	26702385
gene32639	LOC104972094	NC_016145.1	-	35537385	35539359
gene32468	LOC104971448	NC_016145.1	+	10013822	10014300
gene32497	LOC104971911	NC_016145.1	-	15029535	15031718
gene32481	LOC104971460	NC_016145.1	-	12052549	12063955
gene32546	LOC107132128	NC_016145.1	-	22226351	22227179
gene32575	LOC107132132	NC_016145.1	+	26736850	26738822
gene32606	LOC104971976	NC_016145.1	+	31626323	31637341
gene32498	LOC107132138	NC_016145.1	+	15058783	15060529
gene32670	LOC107132161	NC_016145.1	+	40072319	40075660
gene32482	LOC107132118	NC_016145.1	+	12339579	12340407
gene32547	LOC107132141	NC_016145.1	-	22269629	22270139
gene32576	LOC104971812	NC_016145.1	+	27061483	27063166
gene32668	LOC104972186	NC_016145.1	-	40027743	40038767
gene32651	LOC104972138	NC_016145.1	+	37423471	37425237
gene32499	LOC104971539	NC_016145.1	+	15066435	15077351
gene32595	LOC104971880	NC_016145.1	-	30213632	30224591
gene32483	LOC104971466	NC_016145.1	-	12350994	12352987
gene32548	LOC104971932	NC_016145.1	+	22542515	22544320
gene32653	LOC104972152	NC_016145.1	+	37815941	37827114
gene32405	LOC100126816	NC_016145.1	+	4421464	4423360
gene32577	LOC104971815	NC_016145.1	-	27137477	27148481
gene32664	LOC104972181	NC_016145.1	-	39752289	39763248
gene32510	LOC107132122	NC_016145.1	+	15927504	15930845
gene32484	LOC104971471	NC_016145.1	+	12582587	12593643
gene32549	LOC104971731	NC_016145.1	+	22559228	22560874
gene32682	SRY	NC_016145.1	-	42225210	42225899
gene32578	LOC104971951	NC_016145.1	-	27154375	27156180
gene32511	LOC104971563	NC_016145.1	+	16254724	16256406
gene32485	LOC104970302	NC_016145.1	-	13006536	13008226
gene32579	LOC107132133	NC_016145.1	+	27462969	27463797
gene32512	LOC104971565	NC_016145.1	-	16330657	16341671
gene32647	LOC107132155	NC_016145.1	+	36988834	36989662
gene32486	LOC104971479	NC_016145.1	-	13114002	13124941
gene32669	LOC107132168	NC_016145.1	-	40044680	40046410
gene32654	LOC104972158	NC_016145.1	-	38237359	38242147
gene32513	LOC107132123	NC_016145.1	+	16375184	16378527
gene32487	LOC104971491	NC_016145.1	+	13162096	13164267
gene32420	LOC100850477	NC_016145.1	-	5693626	5697105
gene32662	LOC104972266	NC_016145.1	+	39437737	39439916
gene32671	LOC104972204	NC_016145.1	-	40303271	40314284
gene32514	LOC104971570	NC_016145.1	+	16616695	16618241
gene32613	LOC104971990	NC_016145.1	+	32502850	32578476
gene32407	LOC107132100	NC_016145.1	+	5051354	5057396
gene32488	LOC104971477	NC_016145.1	+	13342701	13353743
gene32675	LOC104972215	NC_016145.1	-	40862297	40863877
gene32421	LOC100850516	NC_016145.1	-	5709309	5712788
gene32609	LOC104971987	NC_016145.1	-	32157776	32168726
gene32650	LOC104972137	NC_016145.1	-	37330244	37331927
gene32515	LOC107132124	NC_016145.1	-	16695154	16696701
gene32489	LOC104971480	NC_016145.1	-	13428011	13429694
gene32674	LOC104972214	NC_016145.1	+	40679528	40681211
gene32422	LOC100850552	NC_016145.1	-	5724984	5728463
gene32451	LOC104971415	NC_016145.1	+	8123077	8124748
gene32516	ZNF280B	NC_016145.1	+	16978677	16989725
gene32500	LOC107132119	NC_016145.1	-	15088017	15088845
gene32672	LOC107132169	NC_016145.1	-	40320200	40321930
gene32681	LOC104972277	NC_016145.1	+	41971461	41973632
gene32408	LOC100849792	NC_016145.1	+	5112779	5117121
gene32423	LOC100850593	NC_016145.1	+	5857230	5861180
gene32452	LOC107132105	NC_016145.1	-	8351519	8353696
gene32517	LOC104971586	NC_016145.1	-	17063907	17065757
gene32501	LOC107132139	NC_016145.1	-	15131366	15131876
gene32530	LOC104971656	NC_016145.1	-	19363325	19364999
gene32614	LOC104971996	NC_016145.1	-	32679064	32680735
gene32424	LOC100850632	NC_016145.1	-	5883270	5887216
gene32462	LOC107132113	NC_016145.1	-	9312800	9313628
gene32453	LOC107132106	NC_016145.1	+	8376334	8378058
gene32518	LOC104971589	NC_016145.1	+	17157268	17159034
gene32502	LOC107132120	NC_016145.1	-	15305582	15307763
gene32531	LOC104970360	NC_016145.1	-	19756789	19758555
gene32673	LOC104972272	NC_016145.1	+	40349010	40351193
gene32560	LOC104971939	NC_016145.1	-	24453457	24455262
gene32425	LOC107132101	NC_016145.1	-	5942722	5948902
gene32620	LOC104972020	NC_016145.1	-	33445600	33446077
gene32454	LOC100849084	NC_016145.1	+	8934413	8937629
gene32519	LOC104971600	NC_016145.1	-	17233308	17244347
gene32503	LOC104971551	NC_016145.1	+	15341986	15352983
gene32626	LOC104972040	NC_016145.1	-	33859008	33869979
gene32532	LOC104971660	NC_016145.1	+	19850108	19851874
gene32561	LOC104971788	NC_016145.1	-	24766731	24768497
gene32426	LOC100850741	NC_016145.1	-	5965973	5969452
gene32590	LOC104971871	NC_016145.1	+	29319643	29330631
gene32655	LOC104972155	NC_016145.1	-	38356495	38367456
gene32504	LOC104971552	NC_016145.1	+	15467196	15468948
gene32533	LOC104971664	NC_016145.1	-	20157800	20159474
gene32656	LOC107132156	NC_016145.1	+	38402231	38404412
gene32562	LOC104971789	NC_016145.1	-	24818028	24819794
gene32427	LOC100850784	NC_016145.1	-	5981674	5985153
gene32665	LOC107132167	NC_016145.1	-	39769209	39771023
gene32591	LOC104971877	NC_016145.1	-	29743593	29745283
gene32456	LOC100849124	NC_016145.1	+	8957151	8960254
gene32612	LOC104971988	NC_016145.1	+	32384914	32395927
gene32440	LOC104971412	NC_016145.1	+	6941220	6949549
gene32505	LOC104971553	NC_016145.1	-	15562308	15589392
gene32621	LOC104972021	NC_016145.1	+	33452817	33504599
gene32615	LOC104971997	NC_016145.1	-	32719562	32721233
gene32534	LOC104971667	NC_016145.1	-	20273901	20285020
gene32563	LOC104971790	NC_016145.1	+	24911346	24913112
gene32428	LOC100850822	NC_016145.1	-	5997374	6000843
gene32592	LOC104971878	NC_016145.1	-	29851062	29861986
gene32457	LOC107132109	NC_016145.1	-	8978176	8979465
gene32441	LOC101908420	NC_016145.1	+	7095268	7097171
gene32506	LOC104971555	NC_016145.1	-	15766919	15768593
gene32470	LOC107132117	NC_016145.1	+	10162102	10164280
gene32535	LOC104971687	NC_016145.1	+	20645539	20647221
gene32564	LOC107132130	NC_016145.1	-	25142674	25146017
gene32429	LOC100850859	NC_016145.1	-	6013078	6016561
gene32593	LOC104971955	NC_016145.1	+	29899139	29901310
gene32458	LOC107132110	NC_016145.1	-	9091242	9092891
gene32666	LOC107132159	NC_016145.1	+	39796846	39800187
gene32442	LOC101908642	NC_016145.1	-	7133474	7139646
gene32507	LOC104971556	NC_016145.1	+	15783668	15784146
gene32471	LOC104971446	NC_016145.1	-	10328529	10329005
gene32536	LOC104971689	NC_016145.1	-	20721853	20723514
gene32622	LOC104972025	NC_016145.1	-	33522098	33533103
gene32631	LOC104972060	NC_016145.1	+	34333656	34335422
gene32565	LOC104971794	NC_016145.1	+	25179370	25190552
gene32640	LOC104972100	NC_016145.1	+	35769140	35780117
gene32594	LOC107132136	NC_016145.1	-	30106078	30107752
gene32459	LOC107132111	NC_016145.1	+	9114648	9117994
gene32637	LOC107132152	NC_016145.1	+	35240331	35242512
gene32443	LOC789428	NC_016145.1	-	7369516	7372479
gene32508	LOC104971557	NC_016145.1	-	15882918	15894085
gene32472	LOC104971443	NC_016145.1	+	10604620	10605097
gene32537	LOC104971696	NC_016145.1	+	21051180	21052945
gene32677	LOC104972225	NC_016145.1	-	41160437	41162430
gene32566	LOC104971796	NC_016145.1	-	25603580	25605337
gene32395	LOC100851345	NC_016145.1	+	3191137	3194803
gene32657	LOC107132157	NC_016145.1	+	38621744	38622572
gene32444	LOC107132103	NC_016145.1	+	7426937	7429916
gene32509	LOC104971913	NC_016145.1	-	15899794	15901599
gene32473	LOC104969697	NC_016145.1	-	10981376	10983142
gene32538	LOC104971714	NC_016145.1	-	21127488	21129149
gene32676	LOC107132162	NC_016145.1	+	41149026	41149854
gene32567	LOC104971797	NC_016145.1	-	25720061	25730746
gene32596	LOC107132145	NC_016145.1	-	30230552	30232366
gene32632	LOC104972066	NC_016145.1	-	34377833	34378309
gene32580	LOC104970746	NC_016145.1	-	27474413	27485378
gene32445	LOC104971413	NC_016145.1	-	7685445	7687116
gene32474	LOC104971437	NC_016145.1	+	11074707	11076473
gene32539	LOC104971697	NC_016145.1	+	21736191	21737796
gene32568	LOC107132142	NC_016145.1	-	25736664	25738394
gene32597	LOC107132137	NC_016145.1	+	30258187	30261528
gene32581	LOC107132144	NC_016145.1	-	27491282	27493030
gene32646	LOC107132165	NC_016145.1	-	36680269	36682083
gene32475	LOC104969683	NC_016145.1	-	11382339	11384013
gene32431	LOC100850929	NC_016145.1	-	6044487	6047969
gene32569	LOC104971949	NC_016145.1	+	25766615	25893493
gene32658	LOC104972167	NC_016145.1	-	38633155	38635147
gene32598	LOC104971886	NC_016145.1	-	30425262	30428128
gene32582	LOC104971830	NC_016145.1	-	27804304	27806070
gene32447	LOC107132104	NC_016145.1	-	7775813	7776645
gene32633	LOC107132151	NC_016145.1	-	34617518	34620865
gene32476	LOC104970049	NC_016145.1	+	11399080	11399558
gene32642	LOC104972103	NC_016145.1	-	36300666	36311596
gene32586	LOC104971858	NC_016145.1	-	28811186	28822140
gene32599	LOC104971887	NC_016145.1	-	30489225	30490854
gene32583	LOC104971835	NC_016145.1	+	27897625	27899391
gene32448	LOC104970271	NC_016145.1	-	7844527	7846194
gene32477	LOC104971451	NC_016145.1	-	11498440	11509551
gene32660	LOC104972178	NC_016145.1	-	39282182	39283872
gene32610	LOC104972234	NC_016145.1	+	32205880	32208051
gene32678	LOC104972229	NC_016145.1	+	41392015	41403033
gene32641	LOC104972102	NC_016145.1	-	36193203	36194893
gene32584	LOC104971853	NC_016145.1	+	28270821	28281863
gene32449	LOC100852057	NC_016145.1	-	7981177	7984558
gene32616	LOC107132148	NC_016145.1	-	32926771	32928445
gene32478	LOC107131378	NC_016145.1	+	11542928	11546269
gene32625	LOC107132150	NC_016145.1	+	33847564	33848392
gene32634	LOC104972079	NC_016145.1	+	34654088	34665265
gene32643	LOC104972244	NC_016145.1	+	36348750	36350931
gene32611	LOC107132163	NC_016145.1	+	32377217	32379031
gene32585	LOC104971859	NC_016145.1	-	28695089	28696846
gene32659	LOC104972174	NC_016145.1	+	38865002	38875987
gene32479	LOC104971457	NC_016145.1	+	11785410	11785891
gene32412	LOC100850113	NC_016145.1	-	5514694	5518642
gene32386	LOC100849399	NC_016145.1	+	2502499	2571410
gene32679	LOC104972231	NC_016145.1	-	41815903	41817593
gene32683	LOC100851263	NC_016145.1	-	43171026	43179528
gene32617	LOC104972006	NC_016145.1	-	33035388	33046431
gene32413	LOC790102	NC_016145.1	-	5576218	5582405
gene32635	LOC104972084	NC_016145.1	-	35078725	35080255
gene32587	LOC107132134	NC_016145.1	+	28855763	28859104
gene32588	LOC107132135	NC_016145.1	+	29076428	29077256
gene32526	LOC104971635	NC_016145.1	+	18528321	18530087
gene32520	LOC107132125	NC_016145.1	-	17838269	17841610
gene32414	LOC100850245	NC_016145.1	-	5599444	5602966
gene32469	LOC104971447	NC_016145.1	-	10114015	10124885
gene32388	EIF1AY	NC_016145.1	+	2664668	2678121
gene32521	LOC104971621	NC_016145.1	+	17875120	17886160
gene32550	LOC104971733	NC_016145.1	-	22974188	22975862
gene32415	LOC100850282	NC_016145.1	-	5615170	5618649
gene32387	LOC100849429	NC_016145.1	-	2575366	2605082
gene32618	LOC107132149	NC_016145.1	+	33080891	33082863
gene32589	LOC104971862	NC_016145.1	-	29087841	29089833
gene32627	LOC107132164	NC_016145.1	-	33875884	33877632
gene32636	LOC104972088	NC_016145.1	-	35194601	35205554
gene32645	LOC104972105	NC_016145.1	-	36663349	36674308
gene32522	LOC104970357	NC_016145.1	-	17960387	17962153
gene32551	LOC104971734	NC_016145.1	-	23090225	23101393
gene32416	LOC100850328	NC_016145.1	-	5630852	5634331
ENSBTAG00000029910	bta-mir-20b	X	-	17918133	17918201
ENSBTAG00000003088	LANCL3	X	-	111214351	111325716
ENSBTAG00000013995	ENSBTAG00000013995	X	-	119253545	119254582
ENSBTAG00000030024	bta-mir-542	X	-	18180133	18180229
ENSBTAG00000017017	CTPS2	X	+	134046108	134155813
ENSBTAG00000045338	Vault	X	-	60752893	60752971
ENSBTAG00000043364	U6	X	-	145883945	145884049
ENSBTAG00000046707	TCEAL7	X	+	57209586	57209885
ENSBTAG00000001975	DRP2	X	+	55090125	55118981
ENSBTAG00000001911	ENSBTAG00000001911	X	+	42583762	42621146
ENSBTAG00000022150	MXRA5	X	+	138878612	138902586
ENSBTAG00000039049	RAI2	X	+	132948151	132949722
ENSBTAG00000045425	snoU109	X	-	18416454	18416552
ENSBTAG00000037469	ENSBTAG00000037469	X	-	123975693	123977484
ENSBTAG00000017649	SCML1	X	-	132976590	132992889
ENSBTAG00000042799	U6	X	+	16165876	16165982
ENSBTAG00000043053	U6	X	-	58011411	58011517
ENSBTAG00000003779	ZC4H2	X	+	101028239	101103881
ENSBTAG00000034308	ENSBTAG00000034308	X	+	12700267	12701262
ENSBTAG00000028938	5S_rRNA	X	-	81639523	81639633
ENSBTAG00000019512	G6PD	X	-	40484795	40500923
ENSBTAG00000025062	MAGEE2	X	-	80601977	80604221
ENSBTAG00000017639	RPS6KA3	X	+	130193741	130300294
ENSBTAG00000006026	NGFRAP1	X	+	57269280	57270782
ENSBTAG00000030059	bta-mir-92a-2	X	-	17917857	17917924
ENSBTAG00000014932	ARSE	X	+	139018055	139033616
ENSBTAG00000004131	RAP2C	X	-	15973188	15985955
ENSBTAG00000042163	SNORD52	X	+	97223227	97223292
ENSBTAG00000046709	ENSBTAG00000046709	X	+	39209797	39211770
ENSBTAG00000046069	SPACA5	X	-	92799368	92801705
ENSBTAG00000018513	FHL1	X	+	19777799	19820952
ENSBTAG00000009753	ENSBTAG00000009753	X	+	25009016	25009992
ENSBTAG00000002001	ENSBTAG00000002001	X	+	72300238	72316894
ENSBTAG00000048027	U6	X	-	15164514	15164620
ENSBTAG00000045777	ENSBTAG00000045777	X	-	35769065	35769572
ENSBTAG00000043647	5S_rRNA	X	+	91141062	91141158
ENSBTAG00000020561	KLHL15	X	+	126287040	126303727
ENSBTAG00000012980	RRAGB	X	+	98445429	98486028
ENSBTAG00000001488	OTC	X	-	110318974	110395520
ENSBTAG00000043451	U6	X	-	119854609	119854708
ENSBTAG00000042114	SNORA48	X	+	21977896	21978030
ENSBTAG00000044759	ENSBTAG00000044759	X	+	17826578	17826670
ENSBTAG00000005124	JADE3	X	+	90632918	90699016
ENSBTAG00000036028	BEX2	X	-	57184740	57186320
ENSBTAG00000043825	ENSBTAG00000043825	X	-	67911307	67911386
ENSBTAG00000045150	U6	X	+	96903230	96903333
ENSBTAG00000048181	U6	X	-	71160481	71160587
ENSBTAG00000044387	U6	X	+	96874802	96874907
ENSBTAG00000031198	BEND2	X	+	132494640	132527491
ENSBTAG00000045393	ENSBTAG00000045393	X	-	128508932	128509030
ENSBTAG00000044115	RIPPLY1	X	+	60165467	60168537
ENSBTAG00000036418	bta-mir-223	X	-	99936305	99936412
ENSBTAG00000044391	snoU109	X	-	140273348	140273476
ENSBTAG00000008326	ZCCHC5	X	-	78972755	78974555
ENSBTAG00000000828	CAPN6	X	-	64684214	64708869
ENSBTAG00000024841	ENSBTAG00000024841	X	-	79015585	79016594
ENSBTAG00000001977	YIPF6	X	-	87205699	87231196
ENSBTAG00000046030	ENSBTAG00000046030	X	-	59637827	59638519
ENSBTAG00000031020	ENSBTAG00000031020	X	-	141003992	141007093
ENSBTAG00000045867	ENSBTAG00000045867	X	+	110447688	110479469
ENSBTAG00000009457	ENSBTAG00000009457	X	-	52793107	52794418
ENSBTAG00000002956	ZNF674	X	-	102851711	102885917
ENSBTAG00000019407	NAP1L3	X	-	44788869	44789996
ENSBTAG00000004007	MCF2	X	-	23075815	23153236
ENSBTAG00000047583	ENSBTAG00000047583	X	-	1969595	1969679
ENSBTAG00000033881	ENSBTAG00000033881	X	+	32371051	32371839
ENSBTAG00000038387	ENSBTAG00000038387	X	-	99522364	99529359
ENSBTAG00000047917	ENSBTAG00000047917	X	-	39556272	39558875
ENSBTAG00000014670	BEX5	X	-	55856791	55859078
ENSBTAG00000043019	U6	X	-	134018854	134018961
ENSBTAG00000044584	ENSBTAG00000044584	X	-	63983919	63983995
ENSBTAG00000001507	CLCN5	X	+	92927840	92973210
ENSBTAG00000007839	OTUD6A	X	-	85677239	85678114
ENSBTAG00000023182	WNK3	X	-	97077309	97238071
ENSBTAG00000047518	ENSBTAG00000047518	X	+	35613768	35614942
ENSBTAG00000042426	U6	X	+	61727517	61727621
ENSBTAG00000007817	BRCC3	X	-	38709695	38788194
ENSBTAG00000026067	SH2D1A	X	+	8248270	8268594
ENSBTAG00000017978	ENSBTAG00000017978	X	-	63347690	63348061
ENSBTAG00000046340	ENSBTAG00000046340	X	+	35755400	35757957
ENSBTAG00000020185	ZFP92	X	+	39517281	39579616
ENSBTAG00000036359	bta-mir-448	X	+	67978440	67978550
ENSBTAG00000009260	GPM6B	X	+	136872591	136915809
ENSBTAG00000015815	CFP	X	-	91441704	91447087
ENSBTAG00000038919	ENSBTAG00000038919	X	+	132694942	132695098
ENSBTAG00000046131	ENSBTAG00000046131	X	-	143535533	143537923
ENSBTAG00000045049	U8	X	+	124330458	124330580
ENSBTAG00000017785	FRMPD4	X	-	141156364	141263928
ENSBTAG00000016272	TEX11	X	+	85042821	85229518
ENSBTAG00000013341	GYG2	X	-	140120347	140138151
ENSBTAG00000023820	ENSBTAG00000023820	X	+	39474623	39476650
ENSBTAG00000046635	DDX53	X	-	127361252	127364903
ENSBTAG00000044390	snoMe28S-G3255	X	-	22738350	22738418
ENSBTAG00000046442	ENSBTAG00000046442	X	-	37595205	37598760
ENSBTAG00000021603	ENSBTAG00000021603	X	+	124027197	124028169
ENSBTAG00000046047	ENSBTAG00000046047	X	-	18837129	18842179
ENSBTAG00000016019	ENSBTAG00000016019	X	-	48844285	48844653
ENSBTAG00000048287	ENSBTAG00000048287	X	+	140308768	140315911
ENSBTAG00000004110	ENSBTAG00000004110	X	-	84590185	84590760
ENSBTAG00000017187	MGC142908	X	+	4995337	5043066
ENSBTAG00000038933	ENSBTAG00000038933	X	-	39276180	39286093
ENSBTAG00000039391	USP27X	X	+	92647396	92650330
ENSBTAG00000027978	ENSBTAG00000027978	X	+	55945387	55948038
ENSBTAG00000013760	COL4A6	X	-	61054247	61125754
ENSBTAG00000009140	CFAP47	X	-	112565065	112621983
ENSBTAG00000008993	DDX26B	X	+	19420491	19476518
ENSBTAG00000015674	ENSBTAG00000015674	X	-	11155473	11155896
ENSBTAG00000047334	U6	X	+	110906091	110906197
ENSBTAG00000019370	RAB21	X	+	97425377	97426021
ENSBTAG00000042743	SNORA70	X	-	47806717	47806849
ENSBTAG00000043188	U6	X	+	25930246	25930352
ENSBTAG00000045924	MAGEB10	X	-	121978463	121979509
ENSBTAG00000047392	NAP1L6	X	+	4347074	4347711
ENSBTAG00000016761	NOX1	X	-	54668622	54704983
ENSBTAG00000017430	PNCK	X	-	39805525	39808817
ENSBTAG00000045675	ENSBTAG00000045675	X	-	39355162	39363370
ENSBTAG00000019705	ENSBTAG00000019705	X	+	50743283	50751953
ENSBTAG00000046151	ENSBTAG00000046151	X	-	123659620	123660449
ENSBTAG00000007344	FRMD7	X	-	15879951	15905691
ENSBTAG00000021189	ARHGAP36	X	+	15004976	15013244
ENSBTAG00000000501	KLHL13	X	-	1975398	2038024
ENSBTAG00000002206	ZC3H12B	X	-	100376966	100431416
ENSBTAG00000002041	SASH3	X	+	13681411	13695769
ENSBTAG00000021026	ENSBTAG00000021026	X	+	86605969	86606883
ENSBTAG00000047580	ENSBTAG00000047580	X	+	100868721	100869764
ENSBTAG00000047711	ENSBTAG00000047711	X	-	4064719	4065528
ENSBTAG00000046806	ENSBTAG00000046806	X	+	79982282	79984425
ENSBTAG00000044679	ENSBTAG00000044679	X	+	125429933	125430026
ENSBTAG00000005749	MAGEB16	X	+	111801658	111805157
ENSBTAG00000045409	ENSBTAG00000045409	X	+	101508728	101508801
ENSBTAG00000044745	ENSBTAG00000044745	X	+	60339849	60339927
ENSBTAG00000048102	ENSBTAG00000048102	X	-	143736738	143800954
ENSBTAG00000045394	RNaseP_nuc	X	+	28754755	28755087
ENSBTAG00000046659	FOXR2	X	+	98345058	98346008
ENSBTAG00000008763	PRR32	X	+	10981501	10983415
ENSBTAG00000004432	CHRDL1	X	-	63497121	63590236
ENSBTAG00000011277	FAM133A	X	+	44838040	44838528
ENSBTAG00000044801	ENSBTAG00000044801	X	-	10126464	10126534
ENSBTAG00000044746	SNORD112	X	+	13429075	13429145
ENSBTAG00000042915	snoU2_19	X	-	85198206	85198285
ENSBTAG00000042450	SNORA40	X	+	3895947	3896073
ENSBTAG00000046395	CCDC169	X	+	13761204	13761845
ENSBTAG00000042364	U6	X	+	80218517	80218623
ENSBTAG00000036420	bta-mir-500	X	+	92899698	92899781
ENSBTAG00000008603	C9HXorf21	X	+	118258769	118271528
ENSBTAG00000011833	GRIA3	X	+	7180735	7482667
